Ticker,Security,Start Date,End Date,Period,Period 2,Currency,DATE 1,Best Div Yld,Best_EV,CUR_MKT_CAP,YEARLY DATA,NET_DEBT,BEST_EPS,BEST_EBITDA
GPC,GPC US Equity,44631,44631,D,Q,USD,44631,2.902,20464.025,17273.4766,44561,2764.412,1.611,408
GILD,GILD US Equity,44631,44631,D,Q,USD,44631,4.89,#N/A N/A,72725.43,44561,19456,1.741,3834
GL,GL US Equity,44631,44631,D,Q,USD,44631,0.866,11646.924,9620.9241,44561,1933.975,1.921,#N/A N/A
GPN,GPN US Equity,44631,44631,D,Q,USD,44631,0.721,46071.333,35807.1171,44561,10652.488,2.184,946.438
GM,GM US Equity,44631,44631,D,Q,USD,44631,1.513,54504.916,60314.9157,44561,-4781,1.5,3515
GS,GS US Equity,44631,44631,D,Q,USD,44631,2.594,#N/A N/A,115275.4745,44561,18228,10.679,#N/A N/A
GWW,GWW US Equity,44631,44631,D,Q,USD,44631,1.443,26580.716,24136.2159,44561,2521,5.592,507.875
HAL,HAL US Equity,44631,44631,D,Q,USD,44631,1.272,39644.76,33615.5605,44561,7286,0.341,762.238
HIG,HIG US Equity,44631,44631,D,Q,USD,44631,2.333,#N/A N/A,22203.7557,44561,4791,1.619,#N/A N/A
HAS,HAS US Equity,44631,44631,D,Q,USD,44631,3.242,14784.951,12015.8511,44561,3182.2,0.818,236.875
HCA,HCA US Equity,44631,44631,D,Q,USD,44631,0.834,117415.45,81061.2,44561,35418,4.491,3121.875
PEAK,PEAK US Equity,44631,44631,D,Q,USD,44631,3.733,#N/A N/A,17478.8468,44561,6216.249,0.097,276.429
HSIC,HSIC US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,13374.713,11545.8346,44561,1098.716,1.091,269.75
HSY,HSY US Equity,44631,44631,D,Q,USD,44631,1.779,46154.455,42010.9549,44561,5046.819,2.018,646.167
HES,HES US Equity,44631,44631,D,Q,USD,44631,1.387,35954.595,29305.0239,44561,6428,1.002,1005.5
HPE,HPE US Equity,44631,44631,D,Q,USD,44631,2.931,31549.646,21517.2465,44561,10211,0.446,1310.25
HLT,HLT US Equity,44631,44631,D,Q,USD,44631,0.317,46889.548,39573.5477,44561,8349,0.864,523.4
HOLX,HOLX US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,18418.23,17358.897,44561,1672.1,0.893,339
HD,HD US Equity,44631,44631,D,Q,USD,44631,2.316,363767.529,330804.5289,44561,43926,3.678,6062.6
HON,HON US Equity,44631,44631,D,Q,USD,44631,2.213,134200.78,124983.6128,44561,9108,2.016,2191.143
HRL,HRL US Equity,44631,44631,D,Q,USD,44631,2.102,#N/A N/A,27511.4794,44561,2471.351,0.495,407
HST,HST US Equity,44631,44631,D,Q,USD,44631,1.26,16817.985,12868.9847,44561,4648,-0.014,226.7
HWM,HWM US Equity,44631,44631,D,Q,USD,44631,0.208,17770.407,14129.6615,44561,3626,0.296,308.833
HPQ,HPQ US Equity,44631,44631,D,Q,USD,44631,2.869,42096.645,38226.6449,44561,4932,1.021,1594.8
HUM,HUM US Equity,44631,44631,D,Q,USD,44631,0.671,63955.347,54007.8473,44561,-3766,7.524,1425.556
HII,HII US Equity,44631,44631,D,Q,USD,44631,2.364,10954.788,8240.5378,44561,2917,3.35,222
HBAN,HBAN US Equity,44631,44631,D,Q,USD,44631,4.395,#N/A N/A,21267.8481,44561,1969,0.321,#N/A N/A
IEX,IEX US Equity,44631,44631,D,Q,USD,44631,1.177,14709.682,14435.3492,44561,445.9,1.669,194.286
IDXX,IDXX US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,42398.784,41962.7843,44561,785.844,2.285,286
ITW,ITW US Equity,44631,44631,D,Q,USD,44631,2.435,69827.857,63793.2858,44561,6354,2.189,1063.6
ILMN,ILMN US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,47806.24,47707.59,44561,1201,0.891,206.75
INCY,INCY US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,16364.7845,44561,-2287.763,0.64,180
IR,IR US Equity,44631,44631,D,Q,USD,44631,0.193,20762.56,19415.1928,44561,1426.9,0.463,281.857
INTC,INTC US Equity,44631,44631,D,Q,USD,44631,3.149,191704.093,186619.76,44561,3865,0.849,6995
ICE,ICE US Equity,44631,44631,D,Q,USD,44631,1.175,84219.658,70995.6579,44561,13635,1.362,1183.625
IBM,IBM US Equity,44631,44631,D,Q,USD,44631,5.361,152537.466,111478.4659,44561,47890,1.97,3889
IP,IP US Equity,44631,44631,D,Q,USD,44631,4.516,20403.393,15969.1429,44561,4407,1.059,776.556
IPG,IPG US Equity,44631,44631,D,Q,USD,44631,3.495,13398.789,12996.7391,44561,1528.6,0.432,328.25
IFF,IFF US Equity,44631,44631,D,Q,USD,44631,2.698,41262.117,30088.4503,44561,11483,1.569,696
INTU,INTU US Equity,44631,44631,D,Q,USD,44631,0.638,#N/A N/A,124245.1765,44561,5823,6.999,2755.4
ISRG,ISRG US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,96168.435,98308.0349,44561,-4117,1.261,639.167
IVZ,IVZ US Equity,44631,44631,D,Q,USD,44631,3.578,#N/A N/A,9233.4427,44561,7814.6,0.723,614.333
IPGP,IPGP US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,4362.323,5865.6836,44561,-1456.373,1.337,121
IQV,IQV US Equity,44631,44631,D,Q,USD,44631,2.068,51556.213,40780.7125,44561,11101,2.424,799.8
IRM,IRM US Equity,44631,44631,D,Q,USD,44631,4.924,24241.143,14645.1159,44561,11447.182,0.364,405.333
JBHT,JBHT US Equity,44631,44631,D,Q,USD,44631,0.74,21906.998,20796.9979,44561,1127.98,1.783,406.5
JKHY,JKHY US Equity,44631,44631,D,Q,USD,44631,1.022,13354.568,13357.5676,44561,267.791,1.099,147.75
J,J US Equity,44631,44631,D,Q,USD,44631,0.719,18534.626,16155.9634,44561,2750.68,1.786,356.167
JNJ,JNJ US Equity,44631,44631,D,Q,USD,44631,2.561,446996.563,445266.5626,44561,3143,2.595,9031.667
JCI,JCI US Equity,44631,44631,D,Q,USD,44631,2.166,51024.372,42494.8722,44561,8178,0.639,864.375
JPM,JPM US Equity,44631,44631,D,Q,USD,44631,3.218,#N/A N/A,380587.5481,44561,-526009,2.941,#N/A N/A
JNPR,JNPR US Equity,44631,44631,D,Q,USD,44631,2.535,10647.017,10696.2169,44561,638.2,0.317,185.75
K,K US Equity,44631,44631,D,Q,USD,44631,3.938,27903.362,20358.362,44561,7443,1.062,579
KEY,KEY US Equity,44631,44631,D,Q,USD,44631,3.591,#N/A N/A,21264.2828,44561,12566,0.48,#N/A N/A
KEYS,KEYS US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,26247.202,26544.7017,44561,-186,1.641,398
KMB,KMB US Equity,44631,44631,D,Q,USD,44631,3.945,48393.526,39599.1926,44561,8827,1.585,920.75
KIM,KIM US Equity,44631,44631,D,Q,USD,44631,3.167,20989.182,14622.4089,44561,7264.818,0.181,287
KMI,KMI US Equity,44631,44631,D,Q,USD,44631,6.188,73630.327,41041.4705,44561,32495,0.258,1809.357
KLAC,KLAC US Equity,44631,44631,D,Q,USD,44631,1.341,49201.478,48721.7489,44561,728.665,5.447,1086.375
KHC,KHC US Equity,44631,44631,D,Q,USD,44631,4.315,65817.767,45718.934,44561,18987,0.589,1364.556
KR,KR US Equity,44631,44631,D,Q,USD,44631,1.592,53214.433,41093.4335,44561,18418,1.159,2191.3
LHX,LHX US Equity,44631,44631,D,Q,USD,44631,1.866,54399.7,48264.9495,44561,6997,3.219,988.333
LH,LH US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,28816.866,24796.766,44561,4869.9,4.568,719.333
LRCX,LRCX US Equity,44631,44631,D,Q,USD,44631,1.294,67325.974,67432.9741,44561,-334.812,8.659,1522.2
LW,LW US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,7276.1524,44561,2102.4,0.476,168
LVS,LVS US Equity,44631,44631,D,Q,USD,44631,3.602,37188.707,27824.5068,44561,13119,0.027,342.8
LDOS,LDOS US Equity,44631,44631,D,Q,USD,44631,1.455,18834.941,14327.3411,44561,5078,1.674,376.833
LEN,LEN US Equity,44631,44631,D,Q,USD,44631,1.838,27874.633,24942.2652,44561,3620.133,3.7,1647.75
LLY,LLY US Equity,44631,44631,D,Q,USD,44631,1.412,#N/A N/A,253610.0397,44561,12976.1,2.071,2384
LNC,LNC US Equity,44631,44631,D,Q,USD,44631,3.014,#N/A N/A,10447.3067,44561,4013,2.374,#N/A N/A
LIN,LIN US Equity,44631,44631,D,Q,USD,44631,1.611,155525.127,142408.5267,44561,12217,2.786,2635.5
LYV,LYV US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,24383.1329,44561,2575.788,-0.208,165.25
LKQ,LKQ US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,12554.8727,44561,3964.85,1.002,462.429
LMT,LMT US Equity,44631,44631,D,Q,USD,44631,2.608,125742.274,117019.1308,44561,9472,6.282,2495.2
L,L US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,15110.5647,44561,8821,#N/A N/A,#N/A N/A
LOW,LOW US Equity,44631,44631,D,Q,USD,44631,1.597,173745.7,148880.7,44561,27980,3.115,3438.833
LUMN,LUMN US Equity,44631,44631,D,Q,USD,44631,9.363,39780.782,10929.6154,44561,30184,0.439,1982.4
LYB,LYB US Equity,44631,44631,D,Q,USD,44631,4.441,44515.531,33926.0312,44561,12118,3.721,1967.636
MTB,MTB US Equity,44631,44631,D,Q,USD,44631,2.81,#N/A N/A,22222.3188,44561,-39246.354,2.609,#N/A N/A
MRO,MRO US Equity,44631,44631,D,Q,USD,44631,1.226,19712.829,16931.8288,44561,3527,0.577,1090.222
MPC,MPC US Equity,44631,44631,D,Q,USD,44631,2.983,70572.252,43853.6808,44561,16065,0.294,1862
MKTX,MKTX US Equity,44631,44631,D,Q,USD,44631,0.809,12377.035,12962.0352,44561,-443.225,2.038,110.2
MAR,MAR US Equity,44631,44631,D,Q,USD,44631,0.363,61320.803,52744.928,44561,9993,0.973,674.538
MMC,MMC US Equity,44631,44631,D,Q,USD,44631,1.505,85239.71,75208.7104,44561,11410,2.176,1735.167
MLM,MLM US Equity,44631,44631,D,Q,USD,44631,0.651,#N/A N/A,23140.9067,44561,5480.1,1.197,251.556
MAS,MAS US Equity,44631,44631,D,Q,USD,44631,2.04,15288.238,12891.2378,44561,2243,0.932,399.8
MA,MA US Equity,44631,44631,D,Q,USD,44631,0.558,322588.573,317474.5726,44561,6779,2.271,3038.929
MTCH,MTCH US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,28944.553,25221.3661,44561,3226.297,0.664,293.889
MKC,MKC US Equity,44631,44631,D,Q,USD,44631,1.521,30835.69,25856.19,44561,5071.4,0.669,303.2
MCD,MCD US Equity,44631,44631,D,Q,USD,44631,2.478,200192.315,168697.065,44561,44639.9,2.226,2863.929
MCK,MCK US Equity,44631,44631,D,Q,USD,44631,0.691,45535.131,42127.7978,44561,5259,5.572,1302.75
MDT,MDT US Equity,44631,44631,D,Q,USD,44631,2.583,161052.097,139278.5975,44561,13934,1.571,2722.5
MRK,MRK US Equity,44631,44631,D,Q,USD,44631,5.73,#N/A N/A,197820.432,44561,26535,1.598,7581.5
FB,FB US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,461514.281,510663.5311,44561,-33544,3.427,14961.556
MET,MET US Equity,44631,44631,D,Q,USD,44631,3.098,#N/A N/A,52970.0233,44561,-1851,1.595,#N/A N/A
MTD,MTD US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,31473.179,29903.1785,44561,1702.33,7.248,240.5
MGM,MGM US Equity,44631,44631,D,Q,USD,44631,0.03,30536.368,17615.1997,44561,19989.573,0.075,745.286
MCHP,MCHP US Equity,44631,44631,D,Q,USD,44631,1.612,45647.6,38385.5999,44561,7623,1.198,892.333
MU,MU US Equity,44631,44631,D,Q,USD,44631,0.549,78773.74,81542.1692,44561,-3794,1.958,4097.667
MSFT,MSFT US Equity,44631,44631,D,Q,USD,44631,0.892,2019502.269,2099647.381,44561,-45016,2.174,23347.571
MAA,MAA US Equity,44631,44631,D,Q,USD,44631,2.091,28815.784,24045.1439,44561,4492.639,0.76,268.2
MRNA,MRNA US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,55697.3939,44561,-9811,8.92,#N/A N/A
MHK,MHK US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,10518.921,8531.4631,44561,2182.664,3.324,444.333
MOH,MOH US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,18285.624,44561,-5099,4.94,425
TAP,TAP US Equity,44631,44631,D,Q,USD,44631,3.05,17879.606,11146.2729,44561,6657.9,0.224,303.222
MDLZ,MDLZ US Equity,44631,44631,D,Q,USD,44631,2.393,99523.621,82077.954,44561,16681,0.795,1613.222
MPWR,MPWR US Equity,44631,44631,D,Q,USD,44631,0.714,18192.472,18405.4717,44561,-719.275,1.831,105
MNST,MNST US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,35937.656,38759.6557,44561,-3053.809,0.646,461.333
MCO,MCO US Equity,44631,44631,D,Q,USD,44631,0.893,62159.644,56387.844,44561,4650,3.362,847.8
MS,MS US Equity,44631,44631,D,Q,USD,44631,3.414,#N/A N/A,151731.0905,44561,69135,1.941,#N/A N/A
MOS,MOS US Equity,44631,44631,D,Q,USD,44631,0.686,25771.681,22805.7103,44561,3636.1,1.907,1223.222
MSI,MSI US Equity,44631,44631,D,Q,USD,44631,1.418,41210.73,37303.7297,44561,4256,1.792,529
MSCI,MSCI US Equity,44631,44631,D,Q,USD,44631,0.949,41270.496,37109.4959,44561,2913.326,2.645,318.75
NDAQ,NDAQ US Equity,44631,44631,D,Q,USD,44631,1.371,32765.625,27106.6252,44561,5652,1.86,491.429
NTAP,NTAP US Equity,44631,44631,D,Q,USD,44631,2.464,16860.316,18715.3159,44561,-1249,1.347,445.667
NFLX,NFLX US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,159870.442,151089.5246,44561,12088.766,3.466,2194.55
NWL,NWL US Equity,44631,44631,D,Q,USD,44631,4.263,13658.457,9182.29,44561,5068,0.308,280.667
NEM,NEM US Equity,44631,44631,D,Q,USD,44631,2.749,61564.879,60939.1293,44561,1228,0.766,1539.833
NWSA,NWSA US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,13757.991,12442.2412,44561,1264,0.193,384.333
NWS,NWS US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,13757.991,12442.2412,44561,1264,0.193,384.333
NEE,NEE US Equity,44631,44631,D,Q,USD,44631,2.134,#N/A N/A,155645.6783,44561,54188,0.683,2896.167
NLSN,NLSN US Equity,44631,44631,D,Q,USD,44631,1.371,11651.08,6294.5795,44561,5426,0.421,389
NKE,NKE US Equity,44631,44631,D,Q,USD,44631,1.007,190320.039,193914.2393,44561,-2380,0.723,1610.273
NI,NI US Equity,44631,44631,D,Q,USD,44631,4.072,25688.519,12076.4194,44561,9741.2,0.805,695
NDSN,NDSN US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,12997.12,12460.1196,44561,773.043,2.3,207.833
NSC,NSC US Equity,44631,44631,D,Q,USD,44631,1.837,77301.769,64102.1019,44561,13414,3.17,1455.182
NTRS,NTRS US Equity,44631,44631,D,Q,USD,44631,2.774,#N/A N/A,21858.4303,44561,-65428.4,1.691,#N/A N/A
NOC,NOC US Equity,44631,44631,D,Q,USD,44631,1.683,77944.274,68107.2738,44561,10837,6.109,1262
NLOK,NLOK US Equity,44631,44631,D,Q,USD,44631,1.883,#N/A N/A,16082.126,44561,2163,0.444,#N/A N/A
NCLH,NCLH US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,18594.171,7294.8381,44561,11405.038,-0.845,19.559
NRG,NRG US Equity,44631,44631,D,Q,USD,44631,3.638,#N/A N/A,9318.0566,44561,8037,0.683,416.25
NUE,NUE US Equity,44631,44631,D,Q,USD,44631,1.581,39660.143,36399.1377,44561,3340.76,6.613,2759.6
NVDA,NVDA US Equity,44631,44631,D,Q,USD,44631,0.165,540756.889,552500,44561,-9521,1.163,3326
NVR,NVR US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,14894.541,16076.5406,44561,-982.647,82.238,351
NXPI,NXPI US Equity,44631,44631,D,Q,USD,44631,1.862,54993.813,46878.8131,44561,7979,2.807,1153.2
ORLY,ORLY US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,48602.196,44962.9458,44561,5504.454,6.781,703.9
OXY,OXY US Equity,44631,44631,D,Q,USD,44631,0.735,88242.408,54129.0082,44561,27709,0.868,3782
ODFL,ODFL US Equity,44631,44631,D,Q,USD,44631,0.465,34695.472,35191.972,44561,-514.25,2.128,404.429
OMC,OMC US Equity,44631,44631,D,Q,USD,44631,3.882,17869.976,15935.6762,44561,1689.1,1.33,505
OKE,OKE US Equity,44631,44631,D,Q,USD,44631,5.822,43069.725,29476.8496,44561,13610.144,0.934,893.462
ORCL,ORCL US Equity,44631,44631,D,Q,USD,44631,1.641,260129.978,207635.9777,44561,55593,1.391,6113.8
OGN,OGN US Equity,44631,44631,D,Q,USD,44631,3.182,#N/A N/A,9084.6975,44561,#N/A N/A,1.553,634
OTIS,OTIS US Equity,44631,44631,D,Q,USD,44631,1.664,35706.675,30767.2746,44561,6225,0.77,602
PCAR,PCAR US Equity,44631,44631,D,Q,USD,44631,3.773,37065.047,29747.0467,44561,-4987.7,1.535,681
PKG,PKG US Equity,44631,44631,D,Q,USD,44631,2.671,15037.355,14006.688,44561,1967.5,2.16,396.429
PARA,PARA US Equity,44631,44631,D,Q,USD,44631,2.943,33299.118,21278.5474,44561,13365,1.109,1325.692
PH,PH US Equity,44631,44631,D,Q,USD,44631,1.554,42324.567,34814.8693,44561,7962.186,4.574,906.75
PAYX,PAYX US Equity,44631,44631,D,Q,USD,44631,2.315,#N/A N/A,43503.6854,44561,-119.1,1.056,568.5
PAYC,PAYC US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,17959.943,18257.9432,44561,-217.911,1.822,161.8
PYPL,PYPL US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,114702.524,112504.5244,44561,-689,1.168,1855.706
PENN,PENN US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,7182.3261,44561,9741.2,0.453,443.6
PNR,PNR US Equity,44631,44631,D,Q,USD,44631,1.561,9707.318,8882.318,44561,887.8,0.885,198.667
PBCT,PBCT US Equity,44631,44631,D,Q,USD,44631,3.545,#N/A N/A,8726.6238,44561,-8396.7,0.292,#N/A N/A
PEP,PEP US Equity,44631,44631,D,Q,USD,44631,2.935,247408.413,212677.9837,44561,36390,1.287,3028.6
PKI,PKI US Equity,44631,44631,D,Q,USD,44631,0.169,24950.747,20928.2474,44561,4538.511,1.513,270.75
PFE,PFE US Equity,44631,44631,D,Q,USD,44631,3.183,#N/A N/A,282685.6271,44561,10326,1.7,13152
PM,PM US Equity,44631,44631,D,Q,USD,44631,5.844,#N/A N/A,137733.1981,44561,23846,1.546,3678.5
PSX,PSX US Equity,44631,44631,D,Q,USD,44631,4.561,48857.209,35414.5421,44561,12369,1.202,1351.333
PNW,PNW US Equity,44631,44631,D,Q,USD,44631,4.715,#N/A N/A,8329.8591,44561,8174.61,0.092,183
PXD,PXD US Equity,44631,44631,D,Q,USD,44631,1.225,58611.772,56468.1046,44561,3930,5.23,2474.6
PNC,PNC US Equity,44631,44631,D,Q,USD,44631,2.87,#N/A N/A,76221.5416,44561,-49250,3.376,#N/A N/A
POOL,POOL US Equity,44631,44631,D,Q,USD,44631,0.746,#N/A N/A,17758.3183,44561,1403.458,2.681,154.5
PPG,PPG US Equity,44631,44631,D,Q,USD,44631,2.017,34015.289,28392.0886,44561,6394,1.635,657.818
PPL,PPL US Equity,44631,44631,D,Q,USD,44631,3.529,#N/A N/A,19317.9567,44561,7707,0.42,#N/A N/A
PFG,PFG US Equity,44631,44631,D,Q,USD,44631,4.081,#N/A N/A,16995.4628,44561,2270.7,1.614,#N/A N/A
PG,PG US Equity,44631,44631,D,Q,USD,44631,2.506,367456.583,343307.7504,44561,24109,1.327,4834.4
PGR,PGR US Equity,44631,44631,D,Q,USD,44631,1.86,66911.814,61724.9145,44561,4892.6,1.068,#N/A N/A
PLD,PLD US Equity,44631,44631,D,Q,USD,44631,1.905,130741.091,109356.4726,44561,17607.382,0.578,829.8
PRU,PRU US Equity,44631,44631,D,Q,USD,44631,4.537,#N/A N/A,39906.615,44561,17073,3.017,#N/A N/A
PEG,PEG US Equity,44631,44631,D,Q,USD,44631,3.268,49325.562,32996.5619,44561,18811,1.135,996.667
PTC,PTC US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,13225.011,12156.0105,44561,1349.921,1.144,202.333
PSA,PSA US Equity,44631,44631,D,Q,USD,44631,2.347,75195.169,64178.8078,44561,6740.68,2.216,645.6
PHM,PHM US Equity,44631,44631,D,Q,USD,44631,1.237,12242.585,11534.9179,44561,968.741,1.82,674
PVH,PVH US Equity,44631,44631,D,Q,USD,44631,0.172,5706.778,5074.7781,44561,#N/A N/A,1.986,181.636
QRVO,QRVO US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,14239.402,13405.402,44561,1058.424,2.862,447
PWR,PWR US Equity,44631,44631,D,Q,USD,44631,0.217,21214.857,17596.5695,44561,3773.221,1.102,315.375
QCOM,QCOM US Equity,44631,44631,D,Q,USD,44631,1.895,171988.18,171687.18,44561,4440,2.453,3897.8
DGX,DGX US Equity,44631,44631,D,Q,USD,44631,1.908,19122.465,16286.4648,44561,3785,2.18,478.6
RL,RL US Equity,44631,44631,D,Q,USD,44631,2.679,#N/A N/A,7653.3294,44561,451.7,0.285,101.1
RJF,RJF US Equity,44631,44631,D,Q,USD,44631,1.485,#N/A N/A,19956.7844,44561,-4786,1.653,499
RTX,RTX US Equity,44631,44631,D,Q,USD,44631,2.14,171714.886,144636.7193,44561,25721,1.103,3299.5
O,O US Equity,44631,44631,D,Q,USD,44631,4.513,54414.624,38642.7981,44561,15689.793,0.433,678
REG,REG US Equity,44631,44631,D,Q,USD,44631,3.778,14998.184,11465.6229,44561,3839.705,0.452,224.5
REGN,REGN US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,69745.1718,44561,-9833,13.425,1936
RF,RF US Equity,44631,44631,D,Q,USD,44631,3.231,#N/A N/A,20532.8718,44561,-26475,0.484,#N/A N/A
RSG,RSG US Equity,44631,44631,D,Q,USD,44631,1.508,49601.594,40041.2229,44561,9802.6,1.071,868.778
RMD,RMD US Equity,44631,44631,D,Q,USD,44631,0.739,35144.986,34813.9865,44561,642.385,1.533,312.667
RHI,RHI US Equity,44631,44631,D,Q,USD,44631,1.164,11377.742,12043.7424,44561,-353.923,1.344,214
ROK,ROK US Equity,44631,44631,D,Q,USD,44631,1.735,33593.799,29863.5658,44561,3930.8,2.746,448.417
ROL,ROL US Equity,44631,44631,D,Q,USD,44631,1.366,#N/A N/A,15845.1598,44561,297.459,0.15,120
ROP,ROP US Equity,44631,44631,D,Q,USD,44631,0.547,50788.762,45653.1616,44561,7802.6,3.672,572
ROST,ROST US Equity,44631,44631,D,Q,USD,44631,1.412,27274.218,31008.2175,44561,699.774,1.36,751.75
RCL,RCL US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,37568.84,17449.8396,44561,19064.294,-2.347,-41.094
SPGI,SPGI US Equity,44631,44631,D,Q,USD,44631,0.875,138142.362,134543.0285,44561,-1806,3.482,1192.167
CRM,CRM US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,192015,195921,44561,3833,0.999,2195.857
SBAC,SBAC US Equity,44631,44631,D,Q,USD,44631,0.883,47055.003,34629.2534,44561,14155.266,0.941,415.5
SLB,SLB US Equity,44631,44631,D,Q,USD,44631,1.193,71949.984,60618.5287,44561,11870,0.376,1319.833
STX,STX US Equity,44631,44631,D,Q,USD,44631,3.21,23112.642,19116.3919,44561,4326,2.048,638.333
SEE,SEE US Equity,44631,44631,D,Q,USD,44631,1.257,12786.203,9596.2029,44561,3223,0.935,287.833
SRE,SRE US Equity,44631,44631,D,Q,USD,44631,3.049,75760.988,48676.9868,44561,24583,2.591,1366.75
NOW,NOW US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,99653,102430,44561,-1090,1.715,555.5
SHW,SHW US Equity,44631,44631,D,Q,USD,44631,0.958,70294.198,60861.3228,44561,11329.7,1.986,843.846
SBNY,SBNY US Equity,44631,44631,D,Q,USD,44631,0.774,#N/A N/A,18098.179,44561,-26006.538,3.971,#N/A N/A
SPG,SPG US Equity,44631,44631,D,Q,USD,44631,5.253,68417.044,42733.9242,44561,25294.017,1.451,1084.857
SWKS,SWKS US Equity,44631,44631,D,Q,USD,44631,1.804,22016.295,20917.2954,44561,1366.4,2.627,509
SJM,SJM US Equity,44631,44631,D,Q,USD,44631,3.13,18153.279,13973.7795,44561,4246.8,2.199,414.3
SNA,SNA US Equity,44631,44631,D,Q,USD,44631,2.81,11498.753,10987.8532,44561,481,3.664,310
SEDG,SEDG US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,16666.402,16792.635,44561,-464.487,1.352,87.573
SO,SO US Equity,44631,44631,D,Q,USD,44631,3.941,130521.265,72797.932,44561,53672,0.87,1907
LUV,LUV US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,23835.8372,44561,-3141,-0.197,462.5
SWK,SWK US Equity,44631,44631,D,Q,USD,44631,2.177,33646.547,23933.247,44561,6623.7,2.331,665.75
SBUX,SBUX US Equity,44631,44631,D,Q,USD,44631,2.436,106924.469,95164.319,44561,19690.1,0.73,1570.263
STT,STT US Equity,44631,44631,D,Q,USD,44631,2.88,#N/A N/A,30050.4679,44561,-97665,1.639,#N/A N/A
STE,STE US Equity,44631,44631,D,Q,USD,44631,0.823,#N/A N/A,21903.8271,44561,3139.968,2.064,347
SYK,SYK US Equity,44631,44631,D,Q,USD,44631,1.089,102384.247,93544.2469,44561,9882,2.268,1187.182
SIVB,SIVB US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,31203.7761,44561,-11540,6.314,#N/A N/A
SYF,SYF US Equity,44631,44631,D,Q,USD,44631,2.66,#N/A N/A,18265.3656,44561,6170,1.6,#N/A N/A
SNPS,SNPS US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,43180.622,44963.5622,44561,-691.442,1.793,381.2
SYY,SYY US Equity,44631,44631,D,Q,USD,44631,2.476,49475.852,39489.5616,44561,10468.834,0.793,853.125
TMUS,TMUS US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,227048.05,155624.0496,44561,99941,0.799,7206.556
TROW,TROW US Equity,44631,44631,D,Q,USD,44631,3.83,#N/A N/A,31095.9582,44561,-1273.9,3.212,1003
TTWO,TTWO US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,15029.727,17715.2267,44561,-2221.628,1.162,163.638
TPR,TPR US Equity,44631,44631,D,Q,USD,44631,2.929,9175.047,9068.0468,44561,1668.2,0.582,263.909
TGT,TGT US Equity,44631,44631,D,Q,USD,44631,1.864,105975.919,95706.669,44561,10302,3.025,2609
TEL,TEL US Equity,44631,44631,D,Q,USD,44631,1.65,44411.795,41484.7952,44561,3021,1.699,887.1
TDY,TDY US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,19660.3507,44561,3791,3.903,314
TFX,TFX US Equity,44631,44631,D,Q,USD,44631,0.405,17037.504,15758.5035,44561,1543.181,3.093,200.667
TER,TER US Equity,44631,44631,D,Q,USD,44631,0.412,16221.134,17359.1339,44561,-1315.707,1.266,280.5
